matchId,game_id,season,gameDuration,gameMode,gameCreation
EUW1_5560009288,5560009288,11,2069,CLASSIC,1637143889000
EUW1_5558028268,5558028268,11,2389,CLASSIC,1637053964000
EUW1_5558092304,5558092304,11,1625,CLASSIC,1637051465000
EUW1_5558005246,5558005246,11,2523,CLASSIC,1637047622000
EUW1_5556461601,5556461601,11,1987,CLASSIC,1636943805000
EUW1_5556065900,5556065900,11,3031,CLASSIC,1636930617000
EUW1_5554225296,5554225296,11,2343,CLASSIC,1636840527000
EUW1_5552666666,5552666666,11,1996,CLASSIC,1636771773000
EUW1_5552606391,5552606391,11,1421,CLASSIC,1636769476000
EUW1_5552594556,5552594556,11,1662,CLASSIC,1636767299000
EUW1_5552539640,5552539640,11,2359,CLASSIC,1636764236000
EUW1_5552563772,5552563772,11,1771,CLASSIC,1636761736000
EUW1_5552482527,5552482527,11,1215,CLASSIC,1636760029000
EUW1_5551159631,5551159631,11,2160,CLASSIC,1636682692000
EUW1_5551137951,5551137951,11,1435,CLASSIC,1636680760000
EUW1_5551124709,5551124709,11,2649,CLASSIC,1636677409000
EUW1_5551050105,5551050105,11,2257,CLASSIC,1636674558000
EUW1_5551073347,5551073347,11,1590,CLASSIC,1636672303000
EUW1_5550506115,5550506115,11,1630,CLASSIC,1636662137000
EUW1_5550268507,5550268507,11,1864,CLASSIC,1636659701000
EUW1_5548694152,5548694152,11,2155,CLASSIC,1636566189000
EUW1_5668031957,5668031957,12,2164,CLASSIC,1642197998000
EUW1_5664427652,5664427652,12,2120,CLASSIC,1642028550000
EUW1_5664310132,5664310132,12,2215,CLASSIC,1642025975000
EUW1_5663659265,5663659265,12,1926,CLASSIC,1642005442000
EUW1_5663652618,5663652618,12,1625,CLASSIC,1642003110000
EUW1_5663477935,5663477935,12,1392,CLASSIC,1642001344000
EUW1_5663531112,5663531112,12,1915,CLASSIC,1641998805000
EUW1_5663453568,5663453568,12,2055,CLASSIC,1641995647000
EUW1_5663314386,5663314386,12,2048,CLASSIC,1641991115000
EUW1_5663303290,5663303290,12,195,CLASSIC,1641990558000
EUW1_5661725466,5661725466,12,2084,CLASSIC,1641927003000
EUW1_5661404709,5661404709,12,937,CLASSIC,1641917121000
EUW1_5661307093,5661307093,12,2087,CLASSIC,1641914246000
EUW1_5661331212,5661331212,12,1431,CLASSIC,1641912126000
EUW1_5659678499,5659678499,12,1907,CLASSIC,1641838533000
EUW1_5659650713,5659650713,12,1972,CLASSIC,1641836236000
EUW1_5659475095,5659475095,12,1511,CLASSIC,1641834389000
EUW1_5659367323,5659367323,12,1950,CLASSIC,1641831851000
EUW1_5659352651,5659352651,12,1349,CLASSIC,1641830223000
EUW1_5659256242,5659256242,12,1588,CLASSIC,1641827810000
EUW1_5658478270,5658478270,12,2739,CLASSIC,1641767741000
EUW1_5658091611,5658091611,12,1576,CLASSIC,1641755730000
EUW1_5657934203,5657934203,12,1150,CLASSIC,1641753537000
EUW1_5657879738,5657879738,12,200,CLASSIC,1641752608000
EUW1_5656968676,5656968676,12,1986,CLASSIC,1641729608000
EUW1_5656195479,5656195479,12,1445,CLASSIC,1641686372000
EUW1_5656158401,5656158401,12,1523,CLASSIC,1641684258000
EUW1_5656073524,5656073524,12,973,CLASSIC,1641682801000
EUW1_5656007187,5656007187,12,1288,CLASSIC,1641681166000
EUW1_5655950131,5655950131,12,1421,CLASSIC,1641679434000
EUW1_5655685041,5655685041,12,1476,CLASSIC,1641672810000
EUW1_5655614002,5655614002,12,2083,CLASSIC,1641669783000
EUW1_5655232120,5655232120,12,1812,CLASSIC,1641657495000
EUW1_5655042600,5655042600,12,1733,CLASSIC,1641651873000
EUW1_5653563546,5653563546,12,1170,CLASSIC,1641591195000
EUW1_5653050167,5653050167,12,1810,CLASSIC,1641579678000
EUW1_5653042464,5653042464,12,1775,CLASSIC,1641577393000
EUW1_5652928437,5652928437,12,885,CLASSIC,1641576189000
EUW1_5653000927,5653000927,12,1721,CLASSIC,1641574134000
EUW1_5652814499,5652814499,12,1873,CLASSIC,1641572006000
EUW1_5652746877,5652746877,12,1795,CLASSIC,1641569780000
EUW1_5652629773,5652629773,12,1993,CLASSIC,1641567231000
