wins,losses,inactive,hotStreak,tier,rank,puuid,matchId,season,champExperience,champLevel,championName,damageDealtToObjectives,damageDealtToTurrets,kills,deaths,assists,detectorWardsPlaced,doubleKills,dragonKills,firstTowerKill,firstTowerAssist,firstBloodAssist,firstBloodKill,goldEarned,individualPosition,magicDamageDealt,pentaKills,quadraKills,killingSprees,physicalDamageDealtToChampions,physicalDamageTaken,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,tripleKills,visionScore,wardsPlaced,totalMinionsKilled,win
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5667491728,12,15976,16,Vayne,7869,1758,7,3,8,0,0,0,False,False,False,False,12847,BOTTOM,5116,0,0,2,8119,12239,13827,0,22258,3001,0,4,2,122,True
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5666472312,12,8142,11,XinZhao,5161,0,0,8,1,0,0,1,False,False,False,False,6284,JUNGLE,18016,0,0,0,3021,16548,4067,0,23604,8322,0,11,6,28,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5666423003,12,11431,13,Tristana,2619,891,7,10,4,0,0,0,False,False,False,False,11023,BOTTOM,13334,0,0,1,8533,15281,10862,0,28107,3036,0,3,2,106,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5665224255,12,14996,16,Vayne,3962,3370,4,15,6,0,1,0,False,False,False,False,10621,BOTTOM,0,0,0,1,5083,10948,6319,0,27301,1952,0,10,7,59,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5664388699,12,14302,15,Vayne,6220,2759,4,6,2,0,0,0,False,False,False,False,12006,BOTTOM,0,0,0,1,4736,11531,5923,0,23407,3931,0,8,3,152,True
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5664382144,12,11021,13,Tristana,6483,3565,5,2,6,0,0,0,False,False,False,False,9849,BOTTOM,12954,0,0,1,8433,4930,10803,0,9356,1435,0,7,4,122,True
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5664365022,12,8584,12,Vayne,331,172,2,4,3,0,0,0,False,False,False,False,7057,BOTTOM,0,0,0,1,3615,4480,4414,0,13918,2859,0,5,2,112,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5664204434,12,19152,18,MissFortune,12318,3217,5,9,16,0,1,1,True,False,False,False,14522,BOTTOM,5809,0,0,2,18666,10409,22447,0,25087,2046,0,9,3,182,True
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5663749018,12,10838,13,MissFortune,2656,322,2,4,1,0,0,0,False,False,False,False,8602,BOTTOM,8443,0,0,0,7804,9317,9096,0,17165,1569,0,12,6,155,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5663268184,12,12658,14,Vayne,5209,1984,4,11,8,0,0,0,False,False,True,False,9842,BOTTOM,0,0,0,1,7384,9509,10211,0,20012,2104,0,7,2,105,True
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5663224215,12,14145,15,Vayne,2611,319,6,10,8,0,0,0,False,False,False,False,11492,BOTTOM,0,0,0,1,6303,10609,8596,0,25948,2475,0,8,5,131,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5661998809,12,12028,14,Tristana,1417,1059,2,15,6,0,0,0,False,False,False,False,9507,BOTTOM,16538,0,0,0,10459,14775,11939,0,32508,2606,0,4,2,136,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5662021176,12,6510,10,Vayne,491,0,1,7,1,0,0,0,False,False,False,False,5716,BOTTOM,322,0,0,0,2503,10748,3263,0,16211,976,0,2,2,85,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5661942342,12,11439,13,Vayne,10479,2136,9,8,6,0,0,0,False,False,False,False,10752,BOTTOM,0,0,0,3,8264,13630,11854,0,17996,3048,0,4,1,90,True
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5661835717,12,5927,9,Vayne,2534,2534,0,6,0,0,0,0,False,False,False,False,4537,BOTTOM,78,0,0,0,1657,7491,2236,0,11272,835,0,0,0,76,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5661372495,12,6331,10,MissFortune,105,105,3,7,1,0,0,0,False,False,False,False,6393,BOTTOM,4450,0,0,1,7634,7770,8938,0,16919,1253,0,7,3,97,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5661276427,12,14675,15,Vayne,14052,3965,7,7,6,0,2,0,False,False,False,False,12320,BOTTOM,1536,0,0,2,7122,13933,9611,0,25672,4748,0,5,3,140,True
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5660683804,12,9310,12,Vayne,2303,2303,0,5,3,0,0,0,False,False,False,False,7914,BOTTOM,0,0,0,0,3294,7709,3600,0,13485,844,0,5,2,133,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5660577799,12,9944,12,MissFortune,7713,4702,3,3,4,0,0,0,False,False,False,False,8437,BOTTOM,7822,0,0,1,6953,9880,7966,0,15306,1752,0,1,2,116,True
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5660532529,12,5796,9,Tristana,827,827,0,4,0,0,0,0,False,False,False,False,4883,BOTTOM,7363,0,0,0,1591,4790,2013,0,10684,180,0,6,3,90,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5660128678,12,13207,15,MasterYi,12363,0,1,8,9,0,0,3,False,False,False,False,8670,JUNGLE,3777,0,0,0,6847,13986,7895,0,24979,5217,0,14,3,43,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5654915703,12,11940,14,Tristana,5167,2801,0,8,1,0,0,0,False,False,False,False,9437,BOTTOM,20703,0,0,0,2895,11709,3445,0,18122,360,0,4,2,159,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5654705505,12,19057,18,Tristana,5457,574,10,9,7,0,2,0,False,False,False,False,15948,BOTTOM,40778,0,0,1,16559,12757,24128,0,30111,7712,0,11,6,188,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5653079305,12,10832,13,XinZhao,1602,0,2,6,4,0,0,0,False,False,False,False,8397,JUNGLE,19685,0,0,0,6180,17035,7194,0,23861,8837,0,8,0,37,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5646703165,11,18052,17,Tristana,19170,6364,5,8,4,0,1,0,False,False,False,False,12915,BOTTOM,26242,0,0,1,6024,10333,7471,0,23184,3111,0,11,5,150,True
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5646531417,11,3022,6,Tristana,0,0,0,3,1,0,0,0,False,False,False,False,2842,BOTTOM,3677,0,0,0,2292,3311,2604,0,4364,417,0,1,1,47,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5644714052,11,13122,15,Tristana,9212,2477,2,6,6,0,1,0,False,False,False,False,9517,BOTTOM,17088,0,0,1,5342,8988,7534,0,16721,2617,0,9,4,87,True
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5634469523,11,5598,9,Tristana,569,569,1,4,0,0,0,0,False,False,False,False,4607,BOTTOM,5607,0,0,0,713,4342,1075,0,8711,234,0,6,4,61,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5628033397,11,2100,5,Tristana,0,0,0,3,0,0,0,0,False,False,False,False,3285,BOTTOM,2592,0,0,0,159,2306,244,0,3451,105,0,1,1,28,False
8,16,False,False,IRON,I,IJRCoGGp0lHjfCabkcTuIcmWYxBmnq9FK5FHG58n2o0kqOncWI6rrG7ppMlvZPzNomUAyBby04UZow,EUW1_5624892876,11,8296,11,XinZhao,0,0,0,3,0,0,0,0,False,False,False,False,4706,TOP,4345,0,0,0,3258,6356,3928,0,12950,3163,0,3,2,78,False
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5661024994,12,18600,18,Malphite,1456,1456,15,8,9,0,2,0,False,False,False,False,15560,MIDDLE,66310,0,0,4,4496,10815,31402,0,28107,2694,0,19,10,145,False
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5659327705,12,10474,13,Malphite,0,0,13,7,6,2,1,0,False,False,False,True,10615,MIDDLE,31812,0,0,3,3547,8677,21603,0,16292,949,0,23,9,81,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5659281978,12,16435,16,Malphite,1297,712,30,1,2,0,5,0,False,False,False,False,15275,MIDDLE,63029,0,0,2,4112,7117,39848,0,14535,2711,0,16,8,111,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5658189726,12,18571,18,LeeSin,21279,0,12,6,14,4,0,3,False,False,False,False,15349,JUNGLE,44604,0,0,5,23228,30811,28530,852,48892,14853,0,23,14,42,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5658152579,12,8344,11,Fiora,1427,1427,3,1,6,1,0,0,False,True,False,False,7216,TOP,249,0,0,1,6843,7868,8625,0,10472,4281,0,9,5,107,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5658104035,12,13218,15,Vayne,2117,2117,9,3,1,1,0,0,False,False,False,False,10372,TOP,179,0,0,3,14471,10540,21438,0,12916,1192,0,5,2,145,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5657737479,12,3262,7,Singed,288,288,1,0,2,0,0,0,False,False,False,False,3980,BOTTOM,34771,0,0,0,195,5353,2639,0,6914,241,0,1,2,83,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5657649060,12,8606,12,Singed,64,64,9,4,14,3,1,0,False,False,False,False,8900,BOTTOM,78579,0,0,2,1710,18178,18801,0,24195,762,0,7,4,119,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5655586691,12,10193,13,Yuumi,244,244,1,7,9,0,0,0,False,False,True,False,6889,UTILITY,1879,0,0,0,942,4308,1726,1033,8351,3386,0,0,0,2,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5654959296,12,14531,15,Heimerdinger,889,0,7,8,4,0,0,0,False,False,False,False,11831,MIDDLE,82527,0,0,1,987,10526,21420,0,23695,925,0,0,0,78,False
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5651717848,12,13090,15,Brand,4041,1324,6,15,16,1,0,1,False,False,False,False,10902,UTILITY,52946,0,0,2,1221,14977,25167,0,30517,1760,0,35,14,40,False
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5651722671,12,6046,9,Nidalee,716,0,2,4,2,0,0,0,False,False,False,False,5787,JUNGLE,36197,0,0,0,910,8357,5292,0,12299,5638,0,6,3,13,False
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5650518414,12,5880,9,Vayne,6510,3461,11,1,1,2,3,1,True,False,False,False,7512,BOTTOM,0,0,0,1,10965,8483,14239,0,9094,565,0,12,7,106,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5650512780,12,14108,15,Ezreal,8810,3882,26,4,15,0,2,2,False,True,False,False,18805,BOTTOM,24180,0,0,4,47196,22601,64731,0,28473,4962,0,17,7,173,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5647596197,11,19209,18,Teemo,13890,13890,23,3,9,3,5,0,False,False,False,True,19592,TOP,133819,0,0,3,7125,9536,51951,0,24571,1656,0,25,6,188,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5647439101,11,20760,18,Fiora,18068,9888,20,5,12,3,2,1,False,False,False,False,18125,TOP,1984,0,0,6,29461,27070,42778,0,42629,9105,0,39,14,198,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5647430949,11,21856,18,Fiora,17809,9859,25,2,11,0,5,1,False,False,False,False,19645,TOP,2579,0,0,3,42749,24254,57754,0,47461,20493,0,15,8,181,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5644897478,11,5862,9,Vayne,532,532,16,1,1,1,2,0,False,False,False,True,8907,BOTTOM,0,0,0,1,13731,10169,16246,0,13024,1208,0,9,4,121,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5644873720,11,10680,13,Vayne,3544,3544,30,4,1,1,6,0,True,False,False,True,14711,BOTTOM,0,1,1,5,32835,14629,41648,0,20818,2006,2,21,7,131,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5628844731,11,24891,18,Yone,4949,584,19,9,10,0,3,0,False,False,False,False,21786,MIDDLE,36001,0,0,4,28858,17063,43425,0,36524,4144,1,21,12,217,False
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5628739163,11,11825,14,Yone,2884,908,13,0,6,1,2,0,False,False,False,False,11349,MIDDLE,11969,0,0,1,14260,9781,19998,0,11800,1261,0,18,7,140,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5628753032,11,9647,12,Zed,1461,1461,15,1,4,1,0,0,False,False,False,False,10207,MIDDLE,3612,0,0,1,19668,6475,21305,0,9385,1740,0,15,6,104,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5628666145,11,9752,12,Vex,1642,1642,9,4,8,0,2,0,False,False,False,False,8974,MIDDLE,63322,0,0,3,1463,4796,12129,0,8955,784,0,8,5,125,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5628581519,11,4306,8,Vex,695,144,4,9,1,0,0,0,False,False,False,True,5269,MIDDLE,18470,0,0,2,983,4101,5243,0,11207,453,0,1,1,30,False
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5626414508,11,14354,15,Xerath,1785,1685,18,2,4,1,2,0,False,False,False,False,14512,MIDDLE,132195,0,0,3,787,3529,34990,0,10064,417,0,11,5,174,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5626299072,11,18785,18,Teemo,7326,4444,20,6,8,3,2,1,False,False,False,False,17240,TOP,138473,0,0,2,6869,27063,48966,0,34481,4949,1,16,6,186,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5626295370,11,8650,12,Nidalee,4910,146,9,1,10,2,1,1,False,False,False,False,8452,JUNGLE,57090,0,0,1,1135,10967,15911,0,14851,8767,1,18,8,2,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5625420868,11,9554,12,Gwen,2795,2795,5,3,5,1,0,0,False,False,False,False,8154,MIDDLE,29559,0,0,2,3851,10121,17272,0,13560,2155,0,14,7,118,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5625410909,11,15908,16,Vex,3045,2144,15,4,17,0,1,0,False,False,False,True,13441,MIDDLE,96265,0,0,2,2422,5196,35102,0,13829,2612,0,22,9,113,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5625315794,11,8017,11,AurelionSol,2186,509,4,1,4,2,0,0,False,False,False,False,6416,MIDDLE,48718,0,0,1,1257,3867,8208,0,7045,538,0,9,7,110,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5625180189,11,13141,15,Blitzcrank,0,0,6,8,8,1,0,0,False,False,False,False,8530,MIDDLE,45644,0,0,1,2229,11190,17527,0,20341,877,0,19,6,78,False
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5624873258,11,10321,13,Yuumi,0,0,3,5,18,0,0,0,False,False,False,False,6503,UTILITY,4366,0,0,1,173,2821,3381,2454,6399,11076,0,0,0,0,False
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5622776245,11,13534,15,Xerath,5548,4493,14,1,3,2,0,0,True,False,False,True,12628,MIDDLE,130869,0,0,2,1118,5465,22238,0,6933,297,0,17,6,177,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5621926799,11,17823,17,Twitch,17497,48,13,5,14,1,1,1,False,False,False,False,14663,JUNGLE,7358,0,0,3,27897,14354,35294,0,27375,9878,0,18,9,16,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5621932285,11,7562,11,LeeSin,18488,109,4,2,6,1,0,1,False,False,False,False,7613,JUNGLE,18280,0,0,1,4095,11917,4817,310,13766,5171,0,4,3,9,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5621853594,11,14989,16,Nidalee,17789,127,5,8,19,2,0,1,False,False,False,True,11724,JUNGLE,114574,0,0,1,982,24444,15009,0,33475,12362,0,36,10,9,False
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5619744027,11,13186,15,Yasuo,1529,1002,13,8,9,1,1,0,False,False,False,False,13134,MIDDLE,10236,0,0,4,25844,14948,30032,0,24692,1875,0,16,7,134,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5619616897,11,13644,15,Vi,3018,1453,17,2,8,1,1,0,False,False,False,False,13203,MIDDLE,0,0,0,3,22451,13230,23915,0,20499,3295,0,26,10,91,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5619263673,11,19192,18,Vi,8464,945,12,8,15,2,1,1,False,False,False,False,14768,MIDDLE,0,0,0,3,34064,21203,36388,0,27282,2626,0,28,13,149,False
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5619230726,11,8058,11,Vi,0,0,14,1,5,1,3,0,False,False,False,False,8441,MIDDLE,0,0,0,2,13591,3229,14315,0,7865,0,1,11,5,84,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5619117457,11,7574,11,Vi,8934,4317,8,1,1,2,2,0,False,False,False,False,7780,MIDDLE,0,0,0,1,9059,5991,9519,0,7642,417,0,11,7,104,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5619110957,11,14553,15,Ahri,2590,1629,18,3,18,0,3,0,True,False,False,False,14300,UTILITY,72328,0,0,3,2402,10250,41014,0,20645,7081,0,43,22,56,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5618635708,11,19085,18,Chogath,18638,2456,16,4,12,7,1,2,True,False,False,False,17152,TOP,132117,0,0,3,4557,23691,35637,0,42244,11846,1,45,17,171,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5618530189,11,11688,14,Nidalee,8165,0,14,5,9,1,2,1,False,False,False,False,10558,JUNGLE,87949,0,0,3,1943,18753,19879,0,26098,10417,0,12,8,20,True
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5617772830,11,8218,11,Yuumi,0,0,0,2,15,0,0,0,False,False,False,False,5774,UTILITY,4852,0,0,0,152,2119,2038,750,3012,6620,0,1,0,3,False
8,2,False,False,IRON,I,TaUzh4JHnMu8wKsQld1juErg-iQHsRzQkRh_X8a2l11z_OX4UT10-62-Bs2HvVLk-YWiR8uQQUe4dw,EUW1_5617685831,11,7516,11,Yuumi,0,0,0,6,8,0,0,0,False,False,False,False,5392,UTILITY,4959,0,0,0,648,5296,1856,376,8439,3863,0,0,0,2,False
