wins,losses,inactive,hotStreak,tier,rank,puuid,matchId,season,champExperience,champLevel,championName,damageDealtToObjectives,damageDealtToTurrets,kills,deaths,assists,detectorWardsPlaced,doubleKills,dragonKills,firstTowerKill,firstTowerAssist,firstBloodAssist,firstBloodKill,goldEarned,individualPosition,magicDamageDealt,pentaKills,quadraKills,killingSprees,physicalDamageDealtToChampions,physicalDamageTaken,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,tripleKills,visionScore,wardsPlaced,totalMinionsKilled,win
6,14,False,False,IRON,I,Ps2PjlcDYfxRD4hW6WPUFou9sH5JiMJEi34XMZXvxRFJAMg4vCTUhfaqanDigDNCor6JcS11ad71EQ,EUW1_5637976898,11,9696,12,Pyke,275,0,5,9,4,0,1,0,False,False,False,False,9492,UTILITY,0,0,0,2,6556,9189,8288,0,17042,2247,0,33,22,14,False
6,14,False,False,IRON,I,Ps2PjlcDYfxRD4hW6WPUFou9sH5JiMJEi34XMZXvxRFJAMg4vCTUhfaqanDigDNCor6JcS11ad71EQ,EUW1_5637337671,11,15168,16,Pyke,1600,1227,14,17,10,1,0,0,False,False,False,False,16233,UTILITY,0,0,0,1,12473,31922,17692,0,35374,3380,0,53,27,17,False
6,14,False,False,IRON,I,Ps2PjlcDYfxRD4hW6WPUFou9sH5JiMJEi34XMZXvxRFJAMg4vCTUhfaqanDigDNCor6JcS11ad71EQ,EUW1_5637292635,11,14663,15,Pyke,1844,1319,5,10,16,1,0,0,False,False,True,False,12902,UTILITY,0,0,0,1,8109,14766,11286,0,23790,4245,0,89,34,13,True
6,14,False,False,IRON,I,Ps2PjlcDYfxRD4hW6WPUFou9sH5JiMJEi34XMZXvxRFJAMg4vCTUhfaqanDigDNCor6JcS11ad71EQ,EUW1_5637166871,11,12923,14,Blitzcrank,1943,201,7,8,17,1,1,0,False,False,False,False,10883,UTILITY,34951,0,0,2,2275,15170,20710,0,20929,944,0,67,29,40,True
6,14,False,False,IRON,I,Ps2PjlcDYfxRD4hW6WPUFou9sH5JiMJEi34XMZXvxRFJAMg4vCTUhfaqanDigDNCor6JcS11ad71EQ,EUW1_5636933065,11,11900,14,Pyke,1400,1400,13,4,14,1,1,0,False,False,False,False,13738,UTILITY,0,0,0,3,16773,9329,20854,0,14417,2701,0,59,23,5,True
6,14,False,False,IRON,I,Ps2PjlcDYfxRD4hW6WPUFou9sH5JiMJEi34XMZXvxRFJAMg4vCTUhfaqanDigDNCor6JcS11ad71EQ,EUW1_5636882108,11,8199,11,Pyke,370,239,7,7,8,1,0,0,False,False,True,False,8763,UTILITY,0,0,0,1,7897,12031,9732,0,17129,2700,0,32,19,5,False
6,14,False,False,IRON,I,Ps2PjlcDYfxRD4hW6WPUFou9sH5JiMJEi34XMZXvxRFJAMg4vCTUhfaqanDigDNCor6JcS11ad71EQ,EUW1_5636777507,11,21280,18,Morgana,2957,424,7,10,22,0,0,0,False,True,False,False,14229,UTILITY,68991,0,0,2,1567,23045,25316,960,29429,3674,0,60,28,49,True
6,14,False,False,IRON,I,Ps2PjlcDYfxRD4hW6WPUFou9sH5JiMJEi34XMZXvxRFJAMg4vCTUhfaqanDigDNCor6JcS11ad71EQ,EUW1_5636165892,11,12234,14,Swain,2466,1840,1,7,15,0,0,0,True,False,False,False,8553,UTILITY,26451,0,0,0,584,9395,11857,0,19930,3867,0,50,22,23,True
4,7,False,False,IRON,I,kAn8LoKwt8CsugwmiG7G8LycUWI6mdbkMFwSXmLfYoyvY4-oQZ0EvCc_LqJMSRnkeu4kao0Sfm6Ocg,EUW1_5662280709,12,12609,14,Shaco,2536,0,11,3,8,2,3,1,False,False,False,False,12563,JUNGLE,86038,0,0,3,648,16681,27528,0,21073,7093,0,32,2,20,False
4,7,False,False,IRON,I,kAn8LoKwt8CsugwmiG7G8LycUWI6mdbkMFwSXmLfYoyvY4-oQZ0EvCc_LqJMSRnkeu4kao0Sfm6Ocg,EUW1_5662117346,12,5267,9,LeeSin,7777,781,4,2,5,1,1,2,False,False,False,False,5706,JUNGLE,10843,0,0,1,3943,6631,4850,247,8255,1992,0,6,4,10,True
4,7,False,False,IRON,I,kAn8LoKwt8CsugwmiG7G8LycUWI6mdbkMFwSXmLfYoyvY4-oQZ0EvCc_LqJMSRnkeu4kao0Sfm6Ocg,EUW1_5661885752,12,15860,16,Thresh,6355,3166,3,9,23,2,0,0,False,False,False,False,10697,UTILITY,24214,0,0,0,692,15562,9219,2851,37368,997,0,69,29,39,False
4,7,False,False,IRON,I,kAn8LoKwt8CsugwmiG7G8LycUWI6mdbkMFwSXmLfYoyvY4-oQZ0EvCc_LqJMSRnkeu4kao0Sfm6Ocg,EUW1_5661823618,12,602,2,Thresh,0,0,0,0,0,0,0,0,False,False,False,False,816,UTILITY,242,0,0,0,0,204,0,0,403,0,0,1,1,4,True
4,7,False,False,IRON,I,kAn8LoKwt8CsugwmiG7G8LycUWI6mdbkMFwSXmLfYoyvY4-oQZ0EvCc_LqJMSRnkeu4kao0Sfm6Ocg,EUW1_5661695910,12,15036,16,Shaco,19289,0,4,1,6,0,0,3,False,False,False,False,12216,JUNGLE,125401,0,0,1,560,13720,27748,0,22307,10167,0,31,12,36,False
4,7,False,False,IRON,I,kAn8LoKwt8CsugwmiG7G8LycUWI6mdbkMFwSXmLfYoyvY4-oQZ0EvCc_LqJMSRnkeu4kao0Sfm6Ocg,EUW1_5661608080,12,11446,14,Chogath,4270,1390,2,4,5,1,0,0,True,False,False,False,8552,TOP,62590,0,0,1,1335,14606,8391,0,31752,7820,0,17,10,114,False
4,7,False,False,IRON,I,kAn8LoKwt8CsugwmiG7G8LycUWI6mdbkMFwSXmLfYoyvY4-oQZ0EvCc_LqJMSRnkeu4kao0Sfm6Ocg,EUW1_5659029783,12,11475,14,DrMundo,4154,3796,4,2,10,1,0,0,False,False,False,False,8157,TOP,21936,0,0,1,3472,10112,10972,0,14380,4042,0,15,8,106,True
4,7,False,False,IRON,I,kAn8LoKwt8CsugwmiG7G8LycUWI6mdbkMFwSXmLfYoyvY4-oQZ0EvCc_LqJMSRnkeu4kao0Sfm6Ocg,EUW1_5654453907,12,14838,16,Mordekaiser,4820,3125,3,6,8,0,0,0,False,False,False,False,9877,TOP,76703,0,0,0,1351,14859,13717,0,25814,4524,0,19,9,123,True
4,7,False,False,IRON,I,kAn8LoKwt8CsugwmiG7G8LycUWI6mdbkMFwSXmLfYoyvY4-oQZ0EvCc_LqJMSRnkeu4kao0Sfm6Ocg,EUW1_5654370613,12,14339,15,Vi,4214,0,2,7,4,0,0,0,False,False,False,False,10113,JUNGLE,9174,0,0,1,6366,14615,6845,0,27193,7344,0,20,5,35,False
4,7,False,False,IRON,I,kAn8LoKwt8CsugwmiG7G8LycUWI6mdbkMFwSXmLfYoyvY4-oQZ0EvCc_LqJMSRnkeu4kao0Sfm6Ocg,EUW1_5654264487,12,29199,18,Shaco,27222,3565,18,2,15,0,3,3,False,False,False,False,21403,JUNGLE,216365,0,0,2,1786,17772,58542,0,43940,12199,0,43,11,72,True
4,7,False,False,IRON,I,kAn8LoKwt8CsugwmiG7G8LycUWI6mdbkMFwSXmLfYoyvY4-oQZ0EvCc_LqJMSRnkeu4kao0Sfm6Ocg,EUW1_5654188227,12,12340,14,Shaco,6053,1273,4,3,11,1,1,2,False,False,True,False,10111,JUNGLE,88318,0,0,1,510,11661,20126,0,14698,4945,0,26,5,20,False
4,7,False,False,IRON,I,kAn8LoKwt8CsugwmiG7G8LycUWI6mdbkMFwSXmLfYoyvY4-oQZ0EvCc_LqJMSRnkeu4kao0Sfm6Ocg,EUW1_5654121756,12,14054,15,Shaco,2897,0,7,3,10,1,1,0,False,False,False,False,11008,JUNGLE,91536,0,0,2,1653,17300,19394,0,22926,7117,0,20,8,35,False
4,7,False,False,IRON,I,kAn8LoKwt8CsugwmiG7G8LycUWI6mdbkMFwSXmLfYoyvY4-oQZ0EvCc_LqJMSRnkeu4kao0Sfm6Ocg,EUW1_5588747603,11,17981,17,Shaco,20871,1254,5,4,17,1,0,3,False,False,False,False,13750,JUNGLE,120207,0,0,2,814,18570,27202,0,26789,8868,0,44,4,33,True
4,7,False,False,IRON,I,kAn8LoKwt8CsugwmiG7G8LycUWI6mdbkMFwSXmLfYoyvY4-oQZ0EvCc_LqJMSRnkeu4kao0Sfm6Ocg,EUW1_5588704461,11,10937,13,Warwick,2244,0,3,5,3,0,0,0,False,False,False,False,8181,JUNGLE,47584,0,0,1,1222,21102,5545,0,28378,11610,0,23,10,16,False
4,7,False,False,IRON,I,kAn8LoKwt8CsugwmiG7G8LycUWI6mdbkMFwSXmLfYoyvY4-oQZ0EvCc_LqJMSRnkeu4kao0Sfm6Ocg,EUW1_5588540130,11,8665,12,Warwick,7628,0,10,3,6,1,1,1,False,False,False,False,8870,JUNGLE,37493,0,0,3,4275,13620,13220,0,18388,9251,0,28,7,11,True
4,7,False,False,IRON,I,kAn8LoKwt8CsugwmiG7G8LycUWI6mdbkMFwSXmLfYoyvY4-oQZ0EvCc_LqJMSRnkeu4kao0Sfm6Ocg,EUW1_5576291502,11,572,2,Rakan,0,0,0,0,0,0,0,0,False,False,False,False,905,UTILITY,376,0,0,0,329,261,630,159,291,0,0,1,1,2,False
4,7,False,False,IRON,I,kAn8LoKwt8CsugwmiG7G8LycUWI6mdbkMFwSXmLfYoyvY4-oQZ0EvCc_LqJMSRnkeu4kao0Sfm6Ocg,EUW1_5572440924,11,13908,15,Shaco,2559,0,8,5,8,0,1,0,False,False,True,False,11849,JUNGLE,105956,0,0,3,1348,13846,22937,0,23530,5456,0,20,9,42,False
4,7,False,False,IRON,I,kAn8LoKwt8CsugwmiG7G8LycUWI6mdbkMFwSXmLfYoyvY4-oQZ0EvCc_LqJMSRnkeu4kao0Sfm6Ocg,EUW1_5538236059,11,10899,13,Jhin,7198,1179,5,4,5,0,1,0,False,True,False,False,10115,BOTTOM,8962,0,0,1,9459,11542,10014,0,14696,2232,0,12,8,136,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5663960104,12,13890,15,Zed,9727,1078,19,9,4,0,2,0,False,True,False,True,14398,MIDDLE,7252,0,0,5,19492,12725,22593,0,22369,2786,0,23,11,77,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5663798720,12,13083,15,Yasuo,3432,3176,9,12,3,0,1,0,False,False,False,True,12075,MIDDLE,4652,0,0,3,18152,16864,20372,0,32810,2787,0,14,9,156,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5662023675,12,14568,15,Veigar,13213,4839,9,8,16,0,0,1,False,False,False,False,12188,UTILITY,91095,0,0,3,598,12214,27830,0,19061,2866,0,20,11,91,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5661886065,12,14095,15,Veigar,5020,5020,12,4,10,0,1,0,False,True,False,False,12429,MIDDLE,79745,0,0,3,1339,4463,26365,0,15527,1409,0,13,9,116,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5661725470,12,7567,11,Zed,4632,2180,2,7,2,0,0,0,False,False,True,False,6761,MIDDLE,4584,0,0,1,7391,6638,7958,0,11787,615,0,13,7,107,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5660064477,12,23837,18,Veigar,26616,4005,22,13,13,0,4,0,False,False,False,False,19525,MIDDLE,171737,0,0,7,1048,19541,63034,0,40428,2663,0,25,14,126,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5657718103,12,16687,17,Zed,4798,4798,12,11,10,0,1,0,False,True,False,False,15052,MIDDLE,7440,0,0,2,25906,11360,28306,0,28105,2533,0,21,14,133,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5656950263,12,31402,18,Veigar,9187,4382,23,12,16,0,4,0,False,False,False,False,23621,MIDDLE,339672,0,0,6,1212,24076,70165,0,44361,2475,0,20,11,237,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5656865549,12,11155,13,Zed,2780,2780,5,9,5,0,0,0,False,False,False,False,9707,MIDDLE,6074,0,0,1,11774,12859,13585,0,20224,875,0,27,14,122,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5656618979,12,11589,14,Yasuo,4939,3020,7,11,2,0,0,0,False,False,False,False,9792,MIDDLE,2053,0,0,1,13638,9947,14760,0,19319,514,0,20,10,135,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5655672725,12,9557,12,Jhin,13648,3242,6,3,5,0,0,0,False,False,False,True,8324,MIDDLE,4205,0,0,1,12808,4668,13929,0,9031,472,0,12,8,103,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5654598004,12,15542,16,Zed,8376,79,14,7,8,0,3,1,False,False,False,False,13885,MIDDLE,7354,0,0,4,24045,14454,25990,0,20429,2089,0,24,13,146,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5654654126,12,9404,12,Gangplank,6896,0,2,9,2,0,0,0,False,False,False,False,8485,MIDDLE,4689,0,0,0,4064,8796,7855,0,18251,1308,0,19,10,103,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5649506073,12,4579,8,TwistedFate,70,70,0,5,0,0,0,0,False,False,False,False,3260,MIDDLE,12256,0,0,0,945,2616,3683,0,6895,0,0,0,1,46,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5649494190,12,1148,4,TwistedFate,0,0,0,0,1,0,0,0,False,False,False,False,1028,MIDDLE,1774,0,0,0,134,294,758,0,734,0,0,0,0,9,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5647507088,11,14040,15,Yasuo,10402,6257,15,2,8,0,2,0,False,False,False,False,13450,MIDDLE,3073,0,0,2,20881,14071,23060,0,18262,895,0,19,10,162,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5647479052,11,8262,11,Zed,697,697,9,9,3,0,3,0,False,False,False,False,9654,MIDDLE,4503,0,0,3,15204,15677,16908,0,19375,1609,0,22,10,86,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5643387858,11,8968,12,Zed,1516,1516,3,6,4,0,0,0,False,False,False,False,7125,MIDDLE,4956,0,0,1,7362,7019,8264,0,13525,695,0,9,7,114,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5643286510,11,10313,13,Yasuo,10926,4015,9,1,4,0,3,0,False,True,False,False,9043,MIDDLE,1705,0,0,1,14449,6833,15254,0,8880,1079,0,7,5,123,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5643199289,11,14778,16,LeeSin,11263,0,13,10,9,0,1,0,False,False,False,False,12193,MIDDLE,11160,0,0,3,19978,13257,33029,380,35677,2635,0,22,11,68,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5642178708,11,13037,15,Gangplank,6177,5734,5,5,2,0,0,0,False,False,False,False,11545,TOP,10465,0,0,1,6772,9344,10888,0,19024,2828,0,14,9,151,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5638492541,11,18275,17,Gangplank,3055,2851,5,14,19,0,0,0,False,False,False,False,14319,MIDDLE,12332,0,0,0,13589,18355,22583,0,31689,4485,0,22,13,115,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5638405520,11,6750,10,Gangplank,5058,282,9,2,4,0,2,0,False,False,False,True,6627,MIDDLE,2589,0,0,2,5930,7929,7682,0,9874,2344,0,9,6,43,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5626498106,11,23794,18,LeeSin,23741,1158,17,11,14,0,2,3,False,False,False,False,18556,JUNGLE,44709,0,0,4,20518,19457,28294,1366,46685,10274,0,47,24,89,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5593430710,11,11904,14,Kindred,18012,2092,8,14,5,0,1,0,False,False,False,False,11401,JUNGLE,16396,0,0,1,10289,12263,14762,0,31302,7823,1,16,7,21,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5593182086,11,14551,15,LeeSin,21873,3364,24,5,14,0,3,0,False,True,False,False,16448,JUNGLE,19570,0,0,4,21061,13781,28323,698,31510,8555,0,33,16,35,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5592345160,11,6335,10,LeeSin,10726,0,1,5,4,0,0,2,False,False,False,False,5136,JUNGLE,7797,0,0,0,2280,12314,3034,122,17524,3861,0,15,9,4,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5592361762,11,16305,16,LeeSin,31162,3245,2,6,14,0,0,3,False,True,False,False,10447,JUNGLE,19902,0,0,0,9517,17936,12482,474,22265,5488,0,21,8,15,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5592325931,11,10781,13,Chogath,27186,398,5,2,7,0,1,2,False,False,True,False,8912,JUNGLE,58176,0,0,1,718,14064,6610,0,20126,8717,0,11,4,17,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5592184337,11,12134,14,LeeSin,28389,991,10,3,15,0,1,2,False,False,False,False,10677,JUNGLE,17668,0,0,3,11463,11773,14726,257,15718,4892,0,21,11,19,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5591221849,11,9896,12,MasterYi,18105,0,6,8,6,0,0,1,False,False,True,False,8831,JUNGLE,2438,0,0,1,7955,16679,9697,0,21779,4527,0,23,12,37,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5591007077,11,9305,12,Udyr,19566,0,7,10,7,0,1,1,False,False,False,False,8956,JUNGLE,3390,0,0,1,13954,13291,14828,0,29160,6432,0,19,9,4,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5590839534,11,14095,15,RekSai,13557,0,4,4,7,0,0,1,False,False,False,False,9919,JUNGLE,4411,0,0,1,7045,20986,7831,0,25541,6494,0,27,12,10,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5590310147,11,9590,12,Kindred,6110,1141,9,8,7,0,1,0,False,False,False,False,10001,JUNGLE,11009,0,0,3,8793,16827,11265,0,23011,6801,0,15,6,24,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5584550138,11,10131,13,Kindred,14452,58,7,6,10,0,0,2,False,False,False,False,9060,JUNGLE,13780,0,0,2,10468,15125,13799,0,22353,6538,0,29,13,21,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5584401281,11,8040,11,Vi,17301,0,4,9,2,0,0,0,False,False,False,False,6697,JUNGLE,2477,0,0,1,10140,12451,10838,0,21058,2520,0,7,4,27,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5567075687,11,13890,15,Zed,4412,3856,8,9,2,0,1,1,False,False,False,True,12303,MIDDLE,7858,0,0,3,15032,17923,17084,0,24706,1099,0,17,10,146,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5566909962,11,18101,17,Zed,14221,6493,18,6,10,0,3,3,False,False,False,False,17628,MIDDLE,9037,0,0,4,36264,17867,39392,0,24727,3608,0,31,17,150,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5555657057,11,17085,17,Rengar,7757,1118,25,12,0,0,6,0,False,False,False,True,16917,UTILITY,12303,0,0,7,34401,17455,39067,0,36392,5088,0,23,14,96,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5555606324,11,9680,12,Kalista,4576,4576,12,10,2,0,2,0,True,False,False,True,12752,BOTTOM,1255,0,0,3,12089,11663,13924,0,21142,964,0,21,10,155,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5535142701,11,8638,12,Jhin,445,445,4,12,3,0,0,0,False,False,False,False,7180,BOTTOM,1044,0,0,0,9157,2444,10236,0,21524,1283,0,15,9,73,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5529315778,11,14655,15,Leona,2104,2104,1,6,18,0,0,0,False,False,False,False,10445,UTILITY,17195,0,0,0,5243,9060,15340,0,28718,2012,0,37,18,54,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5529266724,11,13180,15,Brand,3822,1540,12,15,8,0,0,1,False,False,False,False,11776,UTILITY,51731,0,0,3,1495,13362,18884,0,21896,736,0,21,9,43,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5529149754,11,12137,14,Xayah,6958,2515,6,9,7,0,0,1,False,False,False,False,11536,BOTTOM,0,0,0,1,12476,21220,12758,0,24454,3997,0,24,13,119,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5529016960,11,7854,11,Tristana,11257,6495,12,5,2,0,1,0,False,False,False,True,10560,BOTTOM,12695,0,0,3,12266,9276,16227,0,12458,1805,0,20,10,125,True
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5526181862,11,9979,13,Jhin,1423,1423,6,9,5,0,0,0,False,False,False,False,8731,BOTTOM,355,0,0,2,10536,11206,11187,0,21369,895,0,9,6,78,False
4,6,False,False,IRON,I,_CRPGczHy-QHnNdDKa6h_DWTWQzOdNNrTNCvEjhPCVs9SgZ6Kgs4qgd-v-rjA-Bdr6y6TFZoYWDReQ,EUW1_5510745147,11,17141,17,Ashe,5157,4945,3,9,6,0,0,0,False,False,False,False,14264,BOTTOM,2905,0,0,0,10949,12284,16504,0,22359,1370,0,23,12,257,False
